rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Number of Beds,Total Bed Days Available,Total Days Title XVIII,Total Days Total,Total Discharges Title XVIII,Total Discharges Total,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Net Income,DRG Amounts Other Than Outlier Payments,Total IME Payment,Allowable DSH Percentage,Cost To Charge Ratio
703783,337981,"MARTIN, FOLEY AND KELLY MEDICAL CENTER",581 MICHAEL JUNCTIONS,LAKE KARENHAVEN,CA,09269,SHELTONLAND COUNTY,24610,R,04/01/2022,03/28/2023,Proprietary - Corporation,550,200750,77703,146893,13746,25987,2111557384.43,2298889554.34,4410446938.77,1829899968.53,2580546970.2400007,2270001630.86,310545339.38,310545339.38,114655752.89,14869296.61,0.0845,0.603
703784,693919,"WILLIAMS, CARR AND BROWN MEDICAL CENTER",19175 DEREK WALL APT. 593,JAMESMOUTH,MI,26534,BROOKSVILLE COUNTY,25556,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,733,267545,84247,192352,17658,40317,820109752.78,555109629.23,1375219382.01,503894478.34,871324903.6700001,715894565.43,155430338.24,155430338.24,216103730.33,9316263.18,0.3178,0.6475
703785,773609,LEE LTD MEDICAL CENTER,1844 FRANKLIN SPRINGS,JACKSONBERG,GA,38275,HOFFMANTON COUNTY,11921,U,03/01/2022,02/28/2023,Government - State,486,177390,42840,95666,8260,18446,344137453.02,271064100.89,615201553.91,230057213.08,385144340.8299999,365846353.31,19297987.52,19297987.52,51241521.77,1064483.54,0.3771,0.6336
703786,973398,GOMEZ PLC MEDICAL CENTER,458 ALI GLEN,NEW TAMICHESTER,WA,28208,CHRISTINAPORT COUNTY,49895,R,03/01/2022,02/28/2023,Government - State,292,106580,38350,82392,5546,11917,835250237.5,398638859.64,1233889097.1399999,598641660.43,635247436.7099999,556317807.82,78929628.89,78929628.89,99677316.83,6685140.81,0.4041,0.1839
703787,721277,"OWENS, GONZALEZ AND HUGHES MEDICAL CENTER",74997 COLEMAN BRANCH APT. 450,MARTINFORT,CO,78604,SOUTH EDDIEVILLE COUNTY,10737,R,04/01/2022,03/28/2023,Government - State,178,64970,14397,34434,1997,4777,359033249.8,355067890.44,714101140.24,285214207.21,428886933.03000003,380230889.28,48656043.75,48656043.75,17253866.91,0,0.346,0.2407
703788,891897,GRANT-ARROYO MEDICAL CENTER,9733 THOMAS VIADUCT APT. 901,EAST JUSTIN,AZ,29845,JOSEPHPORT COUNTY,40629,U,06/01/2022,05/28/2023,Voluntary Non-profit - Other,352,128480,73868,115580,15075,23588,463201206.59,276425307.77,739626514.3599999,291732400.24,447894114.1199999,391350391.27,56543722.85,56543722.85,89640078.7,2755477.85,0.2762,0.329
703789,359321,SANTIAGO LLC MEDICAL CENTER,4899 BENJAMIN ISLAND SUITE 700,EAST ROBERTTON,CO,56272,RALPHHAVEN COUNTY,19681,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,45,16425,6334,11499,1182,2146,40820183.78,20313388.89,61133572.67,19032950.45,42100622.22,35045339.11,7055283.11,7055283.11,13981490.65,0,0.3953,0.3116
703790,548084,RICHARD GROUP MEDICAL CENTER,2014 WILLIAM WALL SUITE 227,CARPENTERBURGH,IL,30280,JIMENEZTOWN COUNTY,14593,R,04/01/2022,03/28/2023,Proprietary - Corporation,630,229950,81856,189609,11640,26964,1906162362.81,2143383755.38,4049546118.19,1734192406.75,2315353711.44,2029646110.2,285707601.24,285707601.24,221593291.97,10013588.23,0.3688,0.7116
703791,539091,BAKER LTD MEDICAL CENTER,580 AARON COVE SUITE 248,TIMOTHYBURGH,CO,06079,ANTHONYMOUTH COUNTY,35751,R,03/01/2022,02/28/2023,Proprietary - Individual,141,51465,21277,34050,3356,5372,427653514.17,385595961.02,813249475.19,426966029.84,386283445.3500001,361996294.44,24287150.91,24287150.91,21585180.31,0,0.2686,0.2469
703792,223063,MENDEZ-THOMPSON MEDICAL CENTER,57883 JULIE TRAIL,EAST DOUGLAS,NJ,56081,EAST KARIMOUTH COUNTY,46417,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,213,77745,19834,51738,3535,9223,186396282.6,100312008.99,286708291.59,101060167.96,185648123.63,159188096.69,26460026.94,26460026.94,31716748.44,4431358.9,0.235,0.5757
703793,978500,MOODY-DIAZ MEDICAL CENTER,513 HIGGINS WALK SUITE 451,KELLYMOUTH,IN,18185,HARRELLVILLE COUNTY,43714,U,06/01/2022,05/28/2023,Government - Local,511,186515,68556,131918,15970,30730,1346636168.2,706757336.38,2053393504.58,1017819835.68,1035573668.9,862802869.78,172770799.12,172770799.12,122015239.72,10133847.0,0.1191,0.6665
703794,657901,GARCIA-DICKSON MEDICAL CENTER,88927 OLSON ROAD,NEW CHELSEAFURT,OH,28258,MICHELLESTAD COUNTY,20261,R,02/01/2022,01/28/2023,Voluntary Non-profit - Other,768,280320,94892,162621,16144,27667,827225570.28,587729550.95,1414955121.23,427705432.03,987249689.2,906721830.69,80527858.51,80527858.51,152661876.48,8676707.13,0.4444,0.5136
703795,392730,DANIELS-VAUGHN MEDICAL CENTER,1673 WOODS PORT,ALEXANDERVILLE,OH,30876,EAST DON COUNTY,32176,U,06/01/2022,05/28/2023,Government - Local,140,51100,15504,37531,3309,8010,277026536.75,183541705.42,460568242.16999996,138789590.16,321778652.01,245525533.22,76253118.79,76253118.79,40559887.37,0,0.3661,0.7021
703796,819271,BOYD-MILLER MEDICAL CENTER,58258 SHERRI FALLS SUITE 506,DERRICKCHESTER,CA,41720,LAKE JENNIFERBURGH COUNTY,39106,U,01/01/2022,12/28/2023,Government - State,60,21900,5457,14437,825,2185,95717144.41,88437691.98,184154836.39,99588159.21,84566677.17999999,75785296.82,8781380.36,8781380.36,5425292.01,0,0.2731,0.5041
703797,735520,"ALEXANDER, LOPEZ AND ANDERSON MEDICAL CENTER",760 EVELYN VIA,EAST ANTHONY,MN,01489,NEW RYAN COUNTY,46919,U,02/01/2022,01/28/2023,Voluntary Non-profit - Church,74,27010,5283,14483,889,2438,200685481.96,178509737.14,379195219.1,123370256.31,255824962.79000002,210488548.92,45336413.87,45336413.87,10402783.2,0,0.0616,0.7148
703798,304541,SULLIVAN LLC MEDICAL CENTER,3701 WALTON GROVES,NEW CRYSTALSHIRE,NC,02542,NEW AMANDA COUNTY,15197,U,01/01/2022,12/28/2023,Voluntary Non-profit - Other,620,226300,92345,190343,13557,27945,1583884946.4,1805955270.3,3389840216.7,1528451207.34,1861389009.36,1739679651.6,121709357.76,121709357.76,149374196.01,3030202.57,0.2816,0.419
703799,943609,"MOORE, NELSON AND MILLS MEDICAL CENTER",9171 RICHARDSON FALLS,WEST JAMES,WA,17390,TINACHESTER COUNTY,13939,R,06/01/2022,05/28/2023,Proprietary - Corporation,791,288715,116470,232287,16895,33696,1308622218.84,1420822032.44,2729444251.2799997,820253573.35,1909190677.9299998,1597067110.11,312123567.82,312123567.82,160705700.42,6778247.34,0.1821,0.6504
703800,721455,ALEXANDER PLC MEDICAL CENTER,7283 JOSEPH JUNCTION SUITE 405,MICHAELBOROUGH,AZ,78133,NICHOLASBERG COUNTY,32622,U,04/01/2022,03/28/2023,Voluntary Non-profit - Other,341,124465,55541,106146,9149,17485,1027768266.27,439092807.94,1466861074.21,558513230.03,908347844.1800001,736754786.5,171593057.68,171593057.68,60368716.74,8259331.6,0.3005,0.5504
703801,223055,MASON LTD MEDICAL CENTER,27566 JOHNSTON BURGS,CROSSSTAD,AZ,91296,HOUSTONCHESTER COUNTY,46025,R,05/01/2022,04/28/2023,Proprietary - Corporation,510,186150,75739,119557,15610,24641,1886534254.84,2203806586.74,4090340841.58,1924806557.42,2165534284.16,1666226542.6,499307741.56,499307741.56,178576757.66,11646361.69,0.263,0.6081
703802,804966,DAVIS-JORDAN MEDICAL CENTER,6953 GORDON REST SUITE 058,PORT GABRIELBURGH,MI,38260,KAITLYNFORT COUNTY,10996,U,05/01/2022,04/28/2023,Proprietary - Corporation,212,77380,18518,49451,2731,7295,319006004.42,285891550.89,604897555.31,198778927.7,406118627.60999995,369142792.82,36975834.79,36975834.79,28569397.82,3291633.33,0.4422,0.2442
703803,258971,WELCH GROUP MEDICAL CENTER,8351 KRISTEN GROVE APT. 742,ROBERTTOWN,GA,95871,NORTH MARYSHIRE COUNTY,17326,U,02/01/2022,01/28/2023,Proprietary - Individual,505,184325,63963,162908,13336,33967,950189046.77,771779833.09,1721968879.8600001,550852359.72,1171116520.14,1002772368.29,168344151.85,168344151.85,122168206.31,15526900.42,0.4338,0.3846
703804,608412,JOHNSON-SANCHEZ MEDICAL CENTER,1349 CASTRO JUNCTIONS SUITE 381,ERINTON,NY,92707,MORENOVILLE COUNTY,47401,U,06/01/2022,05/28/2023,Government - Local,349,127385,27576,76641,3765,10466,815762827.35,363295593.59,1179058420.94,458405085.07,720653335.8700001,663305860.71,57347475.16,57347475.16,70181760.44,2736695.79,0.2271,0.4563
703805,697657,HORNE AND SONS MEDICAL CENTER,389 NICHOLAS TURNPIKE SUITE 648,LYONSSHIRE,MA,83366,NEW THOMASTOWN COUNTY,41053,U,05/01/2022,04/28/2023,Proprietary - Individual,306,111690,37362,58428,8006,12520,738464217.04,371307732.09,1109771949.1299999,379841794.97,729930154.1599998,561899673.3,168030480.86,168030480.86,69688268.8,9613434.26,0.1005,0.2553
703806,228111,"FRANCIS, BLACK AND HARRISON MEDICAL CENTER",1029 MORAN COURT APT. 051,BOOKERFORT,IN,62233,SOUTH ARTHUR COUNTY,18432,U,03/01/2022,02/28/2023,Proprietary - Corporation,764,278860,70128,169873,15228,36888,1112239453.93,814642592.75,1926882046.68,665436993.64,1261445053.04,1158726523.11,102718529.93,102718529.93,159909885.63,9654922.86,0.3339,0.4323
703807,331922,GONZALEZ LLC MEDICAL CENTER,785 SUSAN SPRINGS,NEW SHELLEY,FL,87236,THOMASHAVEN COUNTY,40968,U,05/01/2022,04/28/2023,Proprietary - Individual,652,237980,50376,130134,7501,19378,1486036245.28,1293881010.3,2779917255.58,1480174898.04,1299742357.54,1117774868.02,181967489.52,181967489.52,83240885.19,7590195.38,0.3003,0.573
703808,348974,"DONALDSON, ALI AND BLAIR MEDICAL CENTER",9367 WATSON PLAINS SUITE 662,PORT ELIZABETH,FL,52395,EAST MATTHEWVILLE COUNTY,37380,R,01/01/2022,12/28/2023,Government - Local,85,31025,10899,22165,2146,4365,289926537.9,301175647.09,591102184.99,217972809.95,373129375.04,364860337.68,8269037.36,8269037.36,11473661.5,0,0.1772,0.2406
703809,959156,LOPEZ-ROLLINS MEDICAL CENTER,7733 PARKER EXTENSION SUITE 300,LATOYAFORT,MA,63490,LAKE ADAM COUNTY,30792,R,03/01/2022,02/28/2023,Government - Local,542,197830,62713,110944,11305,20000,748893702.98,361466337.83,1110360040.81,572353814.8,538006226.01,427739954.29,110266271.72,110266271.72,123694115.83,9200385.27,0.1391,0.2365
703810,452713,"GRAHAM, MOONEY AND STEWART MEDICAL CENTER",2645 MELISSA MEADOWS SUITE 556,NEW JASONFURT,TN,78704,MARTINPORT COUNTY,34470,U,03/01/2022,02/28/2023,Government - State,326,118990,65332,108178,8813,14594,740399483.02,882368919.56,1622768402.58,673969609.67,948798792.91,850467934.38,98330858.53,98330858.53,173793172.56,10941852.1,0.3417,0.4116
703811,323455,"REED, HIGGINS AND SMITH MEDICAL CENTER",51050 WOLFE TRACK SUITE 245,WEST ROBERT,MA,25292,NORTH KRISTENFURT COUNTY,17817,R,03/01/2022,02/28/2023,Government - Local,798,291270,106428,168708,21448,33999,972008089.39,814294812.5,1786302901.8899999,562578612.55,1223724289.34,1141710195.91,82014093.43,82014093.43,146084734.37,9107615.56,0.142,0.2642
703812,469097,JOHNSON PLC MEDICAL CENTER,6798 ALYSSA LOCK SUITE 393,PORT DAVIDBURGH,TN,28006,LEONARDMOUTH COUNTY,33383,U,05/01/2022,04/28/2023,Proprietary - Individual,454,165710,72614,145807,11839,23773,2077956737.62,1194440442.21,3272397179.83,1249909659.35,2022487520.48,1876669759.18,145817761.3,145817761.3,144931567.61,16238292.81,0.1472,0.5147
703813,545639,GRANT-TORRES MEDICAL CENTER,0566 DANIEL COURTS SUITE 626,JENNIFERFORT,VA,40931,BROWNTON COUNTY,42931,U,01/01/2022,12/28/2023,Proprietary - Individual,275,100375,26994,64026,4070,9655,206268128.49,228224120.94,434492249.43,141164042.33,293328207.1,216354956.76,76973250.34,76973250.34,47571012.75,1094012.64,0.0934,0.4858
703814,589228,WELLS LTD MEDICAL CENTER,3900 HAMMOND VISTA SUITE 638,NEW NATALIETOWN,MN,43765,THOMPSONBURY COUNTY,31315,U,01/01/2022,12/28/2023,Proprietary - Corporation,80,29200,10788,19431,1547,2787,77259254.48,45664297.54,122923552.02000001,57487815.37,65435736.65000001,53052352.64,12383384.01,12383384.01,18836583.77,0,0.4278,0.3152
703815,848685,SILVA AND SONS MEDICAL CENTER,4030 KEVIN INLET,CINDYFORT,MO,83717,EAST ANDREABURGH COUNTY,49264,R,05/01/2022,04/28/2023,Voluntary Non-profit - Church,166,60590,18761,50698,2657,7182,615813341.68,388466522.71,1004279864.3899999,454830836.1,549449028.2899998,479917302.88,69531725.41,69531725.41,24542817.61,0,0.4129,0.5769
703816,488948,WEAVER-WALKER MEDICAL CENTER,967 WILSON STATION,LAKE VICTORIA,AL,23065,MANUELPORT COUNTY,17297,R,02/01/2022,01/28/2023,Voluntary Non-profit - Church,25,9125,2716,5745,617,1306,109934274.53,123843820.81,233778095.34,117772402.83,116005692.51,95621471.24,20384221.27,20384221.27,2969916.97,0,0.4216,0.3584
703817,872748,"POWERS, RIVERA AND DAVIS MEDICAL CENTER",0940 LUCAS VILLAGES APT. 689,NEW JASON,AL,51657,PORT MIATOWN COUNTY,11517,R,05/01/2022,04/28/2023,Government - Local,429,156585,34984,97778,5315,14857,911964506.29,411297462.48,1323261968.77,610887260.07,712374708.6999999,686546554.97,25828153.73,25828153.73,57964076.9,5398647.55,0.1771,0.2271
703818,764192,ARMSTRONG INC MEDICAL CENTER,8659 LOZANO ROADS APT. 451,WEST CASEYSHIRE,CO,34891,ADAMVIEW COUNTY,30934,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,296,108040,53411,87041,11909,19409,817134622.58,676000657.85,1493135280.43,597632984.95,895502295.48,798438811.24,97063484.24,97063484.24,139569406.47,2825983.86,0.444,0.2795
703819,543962,"WHITEHEAD, JOHNSON AND FISHER MEDICAL CENTER",0905 TAYLOR PINE,WEST WENDY,OH,42835,MATTHEWMOUTH COUNTY,36593,R,04/01/2022,03/28/2023,Voluntary Non-profit - Other,73,26645,5964,16080,868,2342,81925963.4,65826398.2,147752361.60000002,74119124.94,73633236.66000003,65915122.46,7718114.2,7718114.2,10207863.93,0,0.3707,0.4163
703820,876454,SMITH LTD MEDICAL CENTER,743 DREW BROOKS,KELLYVILLE,VA,43064,SNYDERPORT COUNTY,47277,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,720,262800,105592,187585,15349,27269,1523270176.18,1019910271.47,2543180447.65,976808497.97,1566371949.68,1336049446.57,230322503.11,230322503.11,262411077.34,35271148.71,0.2162,0.6415
703821,441899,NORTON-CHAPMAN MEDICAL CENTER,08441 COMBS EXPRESSWAY,NORTH REBECCA,NC,58840,WEST RYAN COUNTY,28057,U,06/01/2022,05/28/2023,Government - Local,248,90520,46422,79552,7156,12264,498294976.28,590809672.24,1089104648.52,548894959.56,540209688.96,487597138.64,52612550.32,52612550.32,73982734.09,8967563.15,0.4395,0.3617
703822,672591,LIN GROUP MEDICAL CENTER,20636 RIVERA SHOALS,ANDREAMOUTH,CO,63257,NEW NICHOLASSHIRE COUNTY,23132,U,03/01/2022,02/28/2023,Voluntary Non-profit - Other,92,33580,10272,26766,2425,6321,117095026.17,104491519.9,221586546.07,96070830.51,125515715.55999999,109511734.63,16003980.93,16003980.93,16096933.5,0,0.297,0.4996
703823,234036,ANTHONY LLC MEDICAL CENTER,281 MARY MISSION SUITE 234,MICHAELBURGH,NC,48296,ROBERTVIEW COUNTY,31579,R,06/01/2022,05/28/2023,Government - State,733,267545,114672,179023,21102,32944,3024232386.68,3284718653.65,6308951040.33,2856298834.29,3452652206.04,2966830852.68,485821353.36,485821353.36,144753955.84,7934974.18,0.3453,0.7122
703824,849568,HUMPHREY-RICHARDSON MEDICAL CENTER,2585 REYNOLDS FORGE SUITE 181,MORALESLAND,AZ,53628,GREENSHIRE COUNTY,33580,U,01/01/2022,12/28/2023,Proprietary - Individual,532,194180,55907,127531,8914,20336,1140211449.93,907797519.73,2048008969.66,645144101.54,1402864868.1200001,1294877558.5,107987309.62,107987309.62,94420842.65,2254626.69,0.2313,0.6642
703825,268238,DUNN-LOVE MEDICAL CENTER,445 BRIAN LIGHTS SUITE 552,EAST DALTONVIEW,OH,26677,EAST ROBERTFURT COUNTY,29001,U,06/01/2022,05/28/2023,Proprietary - Corporation,569,207685,92836,153403,17203,28427,2014418381.99,974703032.23,2989121414.2200003,1554038538.61,1435082875.6100004,1220958847.73,214124027.88,214124027.88,175345966.17,16154135.69,0.3179,0.3479
703826,424133,TAYLOR LTD MEDICAL CENTER,036 ALLEN COVE SUITE 029,EAST HEATHER,AZ,99870,NEW CAROLINE COUNTY,19364,U,05/01/2022,04/28/2023,Proprietary - Individual,570,208050,54328,150868,7294,20258,1257669978.98,1152470087.6,2410140066.58,1123539114.05,1286600952.53,977027224.93,309573727.6,309573727.6,120768751.17,8110607.04,0.2631,0.2051
703827,651139,JOHNSON GROUP MEDICAL CENTER,0370 KEITH FORK,WILLIAMSMOUTH,AZ,34719,VIRGINIABERG COUNTY,37301,U,02/01/2022,01/28/2023,Proprietary - Individual,633,231045,82328,191443,16738,38922,1707616507.98,1268040524.72,2975657032.7,894145543.56,2081511489.1399999,1930169976.31,151341512.83,151341512.83,115329998.35,12541677.73,0.1195,0.284
703828,759580,HERNANDEZ GROUP MEDICAL CENTER,7894 LYONS LOCK SUITE 219,NORTH DAVIDMOUTH,MI,88464,HOLLYPORT COUNTY,33489,R,01/01/2022,12/28/2023,Government - State,479,174835,55317,100043,9050,16368,1129051097.01,593827563.04,1722878660.05,561528933.55,1161349726.5,1001820504.12,159529222.38,159529222.38,91447524.16,10674499.32,0.2306,0.5771
703829,144230,MACK INC MEDICAL CENTER,083 SARAH GATEWAY,WEST ASHLEYTOWN,CO,90280,WEST MARY COUNTY,29825,R,02/01/2022,01/28/2023,Government - State,598,218270,75299,156990,12159,25352,1746845901.93,1580070722.5,3326916624.4300003,1010051655.66,2316864968.7700005,1997545456.77,319319512.0,319319512.0,111725563.41,4252072.53,0.2201,0.5543
703830,498747,RODRIGUEZ GROUP MEDICAL CENTER,1026 DEBORAH TRAIL,COLLINSSIDE,MI,28020,HECTORSTAD COUNTY,16376,U,03/01/2022,02/28/2023,Government - State,29,10585,4529,7927,886,1551,32916702.95,28190149.9,61106852.849999994,22865469.61,38241383.239999995,33431314.58,4810068.66,4810068.66,8318624.14,0,0.319,0.3955
703831,503614,"LEE, PERKINS AND WHITE MEDICAL CENTER",86471 JONES HILL,EAST TIMMOUTH,IN,30978,EAST ANGELAFURT COUNTY,42322,R,05/01/2022,04/28/2023,Government - Local,793,289445,126647,228530,18162,32774,706703789.9,619769514.6,1326473304.5,557393651.94,769079652.56,564794633.62,204285018.94,204285018.94,325550824.83,34399062.13,0.2534,0.3241
703832,582151,"WHEELER, WILKERSON AND SULLIVAN MEDICAL CENTER",23295 JOHNNY ROADS SUITE 794,LAKE CATHERINE,AL,48461,EAST JENNIFERVILLE COUNTY,23382,R,02/01/2022,01/28/2023,Government - Local,451,164615,49636,121809,9150,22455,1632852545.37,1303894396.89,2936746942.26,1222552868.2,1714194074.0600002,1438089776.09,276104297.97,276104297.97,68047302.63,9935164.11,0.2275,0.5977
703833,661476,WEAVER-JAMES MEDICAL CENTER,82979 TRAVIS CAUSEWAY,HAMILTONBERG,TN,35680,EAST COREY COUNTY,34100,U,04/01/2022,03/28/2023,Proprietary - Corporation,63,22995,7035,12147,1138,1965,127352417.45,148711917.56,276064335.01,146706962.78,129357372.22999999,114792642.48,14564729.75,14564729.75,6739959.07,0,0.1314,0.2888
703834,811919,SAMPSON-CLINE MEDICAL CENTER,12873 ROBERT MANORS SUITE 955,HIGGINSTON,MA,74142,HOLLOWAYCHESTER COUNTY,19735,U,01/01/2022,12/28/2023,Government - State,140,51100,16861,45814,3528,9588,458944983.69,311460931.56,770405915.25,386337485.28,384068429.97,291191278.93,92877151.04,92877151.04,24290417.27,0,0.3063,0.2603
703835,934946,LYNCH-GREEN MEDICAL CENTER,29000 JASON SPRING,MASONVILLE,IL,79646,NEW JULIA COUNTY,12184,U,03/01/2022,02/28/2023,Government - Local,601,219365,90935,157000,18796,32452,1757125448.32,879180113.35,2636305561.67,859336339.27,1776969222.4,1583770563.42,193198658.98,193198658.98,201653039.35,27370571.11,0.3312,0.4386
703836,854890,MORENO PLC MEDICAL CENTER,95501 JAMES STRAVENUE APT. 157,LAKE MEGANPORT,AL,85584,PORT DAVID COUNTY,21648,U,04/01/2022,03/28/2023,Proprietary - Individual,289,105485,45076,75433,6624,11086,894087600.61,427794521.41,1321882122.02,445623361.93,876258760.0899999,799365762.04,76892998.05,76892998.05,103606392.16,3940370.45,0.0662,0.5593
703837,226953,"HOWARD, BOYD AND RIVERA MEDICAL CENTER",25789 JENNIFER OVERPASS,NEW JAMIE,MA,05710,JEFFERYBURGH COUNTY,17921,U,01/01/2022,12/28/2023,Government - Local,399,145635,70967,131770,10115,18783,1731158140.18,1465741836.33,3196899976.51,1570736014.47,1626163962.0400002,1386127762.03,240036200.01,240036200.01,129655478.26,15515651.11,0.1604,0.4062
703838,861818,"HART, KELLY AND PAYNE MEDICAL CENTER",68400 ORTIZ CRESCENT APT. 711,PORT BRANDISTAD,MN,76396,DAVIDLAND COUNTY,42732,U,05/01/2022,04/28/2023,Proprietary - Corporation,346,126290,29494,75480,6578,16835,430911085.49,410572614.07,841483699.56,395336280.67,446147418.8899999,409974107.45,36173311.44,36173311.44,63489516.04,1660205.06,0.4487,0.446
703839,493000,"RUSSELL, GAY AND SCOTT MEDICAL CENTER",880 SANCHEZ PARKWAY,NEW JO,AL,53245,SOUTH PENNYCHESTER COUNTY,39998,U,05/01/2022,04/28/2023,Government - State,616,224840,70002,166158,14738,34984,3316827395.86,1804889480.01,5121716875.87,1722774304.84,3398942571.0299997,3103125063.99,295817507.04,295817507.04,109598615.98,4331949.51,0.1577,0.3074
703840,479566,HUGHES-CASTRO MEDICAL CENTER,1323 RHONDA FORD,WEST JOSHUATON,GA,56621,NEW KENNETH COUNTY,39745,U,01/01/2022,12/28/2023,Voluntary Non-profit - Other,364,132860,34804,92282,6110,16203,407459546.33,278681702.22,686141248.55,274421448.09,411719800.46,357659758.32,54060042.14,54060042.14,32918146.22,2349253.65,0.4039,0.4243
703841,883822,WASHINGTON-TORRES MEDICAL CENTER,684 BARNES ROADS APT. 407,GENELAND,PA,72021,DONALDSHIRE COUNTY,49640,R,06/01/2022,05/28/2023,Voluntary Non-profit - Other,760,277400,74900,172834,12994,29985,2203107995.08,2625971053.29,4829079048.37,1939674522.11,2889404526.26,2575701451.45,313703074.81,313703074.81,107600841.77,11984930.88,0.3198,0.2759
703842,518051,MCDONALD-HUNTER MEDICAL CENTER,39498 BISHOP ORCHARD,JENNINGSFORT,IN,87474,LAURIEFURT COUNTY,43906,U,06/01/2022,05/28/2023,Government - Local,624,227760,72192,145062,11284,22674,470996810.64,485387028.07,956383838.71,298725693.22,657658145.49,542076434.24,115581711.25,115581711.25,116483751.86,8454697.42,0.2038,0.2132
703843,267699,PEREZ-JENKINS MEDICAL CENTER,4461 DILLON FLATS SUITE 510,LAKE CHARLES,CA,88339,EAST SARAHMOUTH COUNTY,35979,R,02/01/2022,01/28/2023,Voluntary Non-profit - Church,61,22265,10059,16603,1621,2677,238876259.53,189552183.02,428428442.55,150507954.45,277920488.1,215567368.86,62353119.24,62353119.24,9257318.98,0,0.1942,0.3736
703844,372529,WAGNER AND SONS MEDICAL CENTER,39985 NELSON GROVES,EAST DAVIDPORT,FL,26050,PALMERBURY COUNTY,38093,U,05/01/2022,04/28/2023,Proprietary - Individual,726,264990,92212,174651,19670,37256,3123636849.79,1758892097.71,4882528947.5,1494409505.26,3388119442.24,3142106133.84,246013308.4,246013308.4,177013166.95,9312321.55,0.1846,0.5034
703845,289675,BAKER GROUP MEDICAL CENTER,6586 KELSEY MANOR,BRYANVIEW,AZ,78975,ERICVIEW COUNTY,19208,R,06/01/2022,05/28/2023,Government - State,664,242360,56043,136277,7862,19118,1072477841.36,575937732.34,1648415573.7,655533873.3,992881700.4000001,748029434.24,244852266.16,244852266.16,81931202.49,4116644.63,0.3559,0.3803
703846,482408,JOHNSON GROUP MEDICAL CENTER,3179 JOHNSON LIGHT SUITE 529,HARPERSTAD,PA,26724,HARRISONVIEW COUNTY,40425,R,04/01/2022,03/28/2023,Government - State,88,32120,8266,18450,1493,3333,209404662.34,176573672.18,385978334.52,165260971.51,220717363.01,180319150.46,40398212.55,40398212.55,7896628.83,0,0.2892,0.5563
703847,312800,"GIBBS, SMITH AND OROZCO MEDICAL CENTER",039 BRANDON ROADS APT. 317,NEW AMYFURT,TN,55238,EAST CARLOSBURGH COUNTY,29206,U,03/01/2022,02/28/2023,Voluntary Non-profit - Church,355,129575,63379,102000,8712,14021,1278587936.21,887221632.89,2165809569.1,826928618.59,1338880950.5099998,1172073531.78,166807418.73,166807418.73,77299399.29,9848267.26,0.26,0.2216
703848,623691,"LINDSEY, KIM AND BENJAMIN MEDICAL CENTER",62117 SHARP MILLS SUITE 912,LAKE SARAH,CA,40840,HOUSTONLAND COUNTY,43307,U,02/01/2022,01/28/2023,Government - Local,84,30660,12697,27570,2060,4473,239769310.85,204930414.95,444699725.79999995,212762853.92,231936871.87999997,211665308.56,20271563.32,20271563.32,13943413.3,0,0.1084,0.4708
703849,188840,CASTANEDA-JONES MEDICAL CENTER,8250 SCHWARTZ RADIAL,PORT STEPHEN,IL,29385,KIMBERLYPORT COUNTY,35896,R,03/01/2022,02/28/2023,Proprietary - Corporation,409,149285,51380,96115,9239,17284,1265069157.56,867646948.45,2132716106.01,1042450686.54,1090265419.47,920622286.88,169643132.59,169643132.59,94358939.03,8951546.01,0.299,0.7034
703850,701451,COLEMAN-SMITH MEDICAL CENTER,31886 OLSON COMMON SUITE 462,NORTH RACHEL,OH,74525,WEST KELSEYSIDE COUNTY,46892,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,484,176660,83621,158287,13663,25863,808078970.12,355451503.61,1163530473.73,386853459.98,776677013.75,700512555.66,76164458.09,76164458.09,103333634.77,7602521.38,0.2761,0.7139
703851,956792,LEWIS AND SONS MEDICAL CENTER,7599 AARON MANOR APT. 153,NEW KYLIESIDE,NJ,32029,NORTH JENNIFER COUNTY,15785,R,01/01/2022,12/28/2023,Voluntary Non-profit - Other,452,164980,50088,130810,6857,17909,621945929.3,316517124.79,938463054.0899999,329660352.91,608802701.1799998,505452431.1,103350270.08,103350270.08,132754177.43,5409886.3,0.4401,0.2587
703852,892815,PRICE INC MEDICAL CENTER,95296 VILLEGAS MILLS SUITE 757,BARBARACHESTER,TX,21038,ALEXBOROUGH COUNTY,19946,R,01/01/2022,12/28/2023,Voluntary Non-profit - Church,65,23725,6552,13192,1044,2103,164513828.93,98124335.69,262638164.62,103416274.61,159221890.01,131669405.9,27552484.11,27552484.11,10875920.04,0,0.065,0.3983
